0.000000 0.213586
0.000732 -0.195506
0.001465 -0.071193
0.002197 0.374975
0.002930 0.536104
0.003662 0.528206
0.004395 -0.277151
0.005127 0.448786
0.005859 -0.100090
0.006592 -0.193496
0.007324 -0.128327
0.008057 0.705331
0.008789 0.385964
0.009521 0.171795
0.010254 0.140949
0.010986 0.324656
0.011719 0.372527
0.012451 0.321588
0.013184 0.129943
0.013916 0.721675
0.014648 0.664139
0.015381 0.485888
0.016113 0.982780
0.016846 0.448692
0.017578 1.049561
0.018311 0.413423
0.019043 0.960289
0.019775 1.212988
0.020508 1.111757
0.021240 0.841649
0.021973 0.353989
0.022705 0.903649
0.023438 1.196528
0.024170 0.805256
0.024902 0.773155
0.025635 1.199237
0.026367 0.772144
0.027100 0.906772
0.027832 1.030888
0.028564 1.027030
0.029297 1.040383
0.030029 1.201820
0.030762 1.003800
0.031494 0.669993
0.032227 1.589502
0.032959 1.332913
0.033691 1.155130
0.034424 1.094870
0.035156 1.759749
0.035889 1.362779
0.036621 0.866764
0.037354 1.446676
0.038086 1.844086
0.038818 1.817656
0.039551 1.836243
0.040283 1.807355
0.041016 1.117695
0.041748 1.656135
0.042480 1.853014
0.043213 1.035277
0.043945 1.276849
0.044678 1.959400
0.045410 1.664752
0.046143 1.172730
0.046875 1.437638
0.047607 2.084621
0.048340 1.992522
0.049072 1.804291
0.049805 1.559970
0.050537 1.566173
0.051270 1.348391
0.052002 2.091854
0.052734 2.234054
0.053467 1.792943
0.054199 2.177423
0.054932 2.214093
0.055664 1.491494
0.056396 1.673436
0.057129 1.625237
0.057861 1.543057
0.058594 2.303722
0.059326 1.735356
0.060059 2.209094
0.060791 2.343335
0.061523 1.724872
0.062256 2.193694
0.062988 2.275715
0.063721 1.944432
0.064453 1.928709
0.065186 2.184803
0.065918 2.013158
0.066650 2.216565
0.067383 2.132955
0.068115 1.644594
0.068848 2.334104
0.069580 2.493720
0.070312 2.630858
0.071045 2.206984
0.071777 2.157284
0.072510 2.029221
0.073242 2.590875
0.073975 2.302929
0.074707 1.898076
0.075439 2.581889
0.076172 1.833008
0.076904 1.793028
0.077637 2.494126
0.078369 2.003481
0.079102 2.126505
0.079834 2.760691
0.080566 2.169383
0.081299 2.034819
0.082031 2.082619
0.082764 1.947264
0.083496 1.929392
0.084229 2.341418
0.084961 2.657816
0.085693 2.705137
0.086426 2.769297
0.087158 2.053634
0.087891 2.340958
0.088623 2.217632
0.089355 2.689786
0.090088 2.878161
0.090820 2.251389
0.091553 2.398224
0.092285 2.731643
0.093018 2.227694
0.093750 2.936600
0.094482 2.206524
0.095215 2.560981
0.095947 2.818272
0.096680 2.787246
0.097412 2.724111
0.098145 2.652744
0.098877 2.860634
0.099609 2.745584
0.100342 2.363650
0.101074 2.069502
0.101807 2.066353
0.102539 2.307756
0.103271 2.411725
0.104004 2.263710
0.104736 2.542887
0.105469 2.501750
0.106201 2.326388
0.106934 2.008396
0.107666 2.274736
0.108398 2.138054
0.109131 2.875858
0.109863 2.418452
0.110596 2.561289
0.111328 2.168243
0.112061 2.175745
0.112793 2.499993
0.113525 2.473491
0.114258 2.621424
0.114990 2.272968
0.115723 2.736676
0.116455 2.587954
0.117188 2.504143
0.117920 2.317308
0.118652 2.421159
0.119385 2.301885
0.120117 2.047758
0.120850 2.076366
