8.844112 0.179052
9.408734 9.623065
5.405133 -6.388317
4.657063 -0.305856
3.713400 0.556749
-3.118229 10.898374
8.980406 9.908109
6.330363 4.850461
4.100343 7.407849
10.000000 5.094364
10.000000 1.545762
-0.845821 1.984221
0.056397 -0.494033
2.097903 2.968657
3.417707 -1.538193
8.031313 4.836879
-1.091250 -5.842495
6.959380 6.539108
7.124210 -0.760889
9.561785 2.244088
9.443434 -1.103184
1.414930 10.102633
10.000000 -0.290108
9.618610 2.546281
9.084904 9.407636
5.518324 -1.097293
5.486403 8.540270
4.797784 8.441385
-0.493299 1.775076
2.115055 10.624531
9.362316 0.364727
5.031891 5.769707
4.109986 1.994812
10.345683 7.727255
8.675743 10.000000
7.465315 10.722068
-0.615620 7.490065
3.890164 5.835444
8.649221 -1.883327
-1.908201 3.225409
7.030397 5.710348
7.977659 10.000000
3.727958 3.996217
2.837429 6.723899
8.232430 10.298441
-2.857021 3.054291
1.099367 2.896392
6.463973 -0.412337
10.000000 -9.063662
7.049011 6.674306
0.378337 3.681417
9.446058 8.050691
9.738121 0.231483
-4.898679 4.371380
4.325965 1.465224
9.100589 4.140508
1.509201 10.863644
4.079316 2.374616
0.697438 4.763359
4.750296 9.103366
5.468825 2.033112
-1.625661 2.214301
6.482253 10.000000
4.869227 7.441569
-1.503738 8.039158
8.807155 10.000000
-0.815760 2.867703
3.358745 2.654927
7.784450 -1.763207
-4.544421 10.422621
5.433486 3.234870
5.565448 -3.263560
-4.061282 3.746389
7.728782 9.557238
6.542407 9.983733
3.279337 3.120029
10.000000 10.000000
10.000000 8.143040
9.306131 5.901365
8.255745 4.464431
4.397686 8.145423
7.188604 10.000000
2.750724 6.404278
10.000000 9.865017
-1.825618 1.589587
10.000000 1.019044
6.615803 2.877712
-3.107151 7.666098
5.719902 3.618031
10.000000 7.595325
4.821435 7.410352
6.603871 3.267770
-2.962643 7.473952
2.057712 4.918272
3.599654 10.000000
2.031739 3.884056
-1.098300 1.793513
10.776605 10.000000
-1.369213 8.213264
1.177405 3.216559
10.000000 10.000000
10.000000 -2.781884
3.375683 5.701864
10.000000 8.031404
7.193884 -6.014587
10.000000 0.207834
2.694051 9.374889
10.000000 1.501603
8.756553 -1.445419
6.777917 5.478316
10.000000 9.460494
7.419416 -1.477219
10.000000 8.222142
0.140111 8.394634
2.825435 8.746574
4.768577 7.490037
8.404583 5.621845
7.314921 -0.589342
6.856106 3.104313
-6.154881 6.566758
10.605426 4.987790
2.877713 8.595113
1.092502 4.069154
7.086586 8.608080
2.432659 -2.100986
10.000000 0.354228
9.678640 10.000000
10.697288 6.456130
0.213141 4.409315
4.100864 2.349593
5.564928 6.186654
9.900419 6.182652
-2.167700 -3.722984
0.229682 3.102938
7.292672 10.000000
5.935332 -3.979279
7.239632 6.328046
10.000000 1.237221
5.370739 0.447310
10.000000 0.196508
8.848536 10.305033
10.000000 7.251962
8.847987 -0.219916
7.494459 -10.000000
6.519579 7.359569
0.224006 2.907804
8.374310 2.869503
5.509569 4.168402
5.071595 7.881954
2.996644 9.745689
5.587026 7.963621
9.671469 10.000000
5.144261 7.895474
3.991027 7.747672
5.206825 2.215829
8.561114 3.340312
4.755639 0.860378
0.385235 9.467788
10.272134 1.562121
8.413405 3.555954
2.085848 8.829037
-3.101871 4.980713
10.000000 2.126009
